Name,Year,Selling_Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Hyundai,2018,550000,11000,Petrol,Individual,Manual,First Owner
Chevrolet,2014,350000,110000,Diesel,Individual,Manual,First Owner
Maruti,2017,420000,19890,Petrol,Dealer,Automatic,First Owner
Renault,2015,270000,20969,Petrol,Dealer,Manual,First Owner
Maruti,2016,399000,20194,Petrol,Dealer,Manual,First Owner
Ford,2016,440000,34982,Petrol,Dealer,Manual,First Owner
Hyundai,2012,250000,44588,Petrol,Dealer,Manual,First Owner
Ford,2016,650000,57904,Diesel,Dealer,Manual,First Owner
Maruti,2015,270000,59258,Petrol,Dealer,Manual,First Owner
Ford,2016,390000,60826,Petrol,Dealer,Manual,First Owner
Mahindra,2018,1500000,50000,Diesel,Individual,Manual,First Owner
Maruti,2014,225000,35000,Petrol,Individual,Manual,First Owner
Mahindra,2015,900000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,2018,1600000,40000,Diesel,Individual,Automatic,First Owner
Tata,2019,800000,10000,Petrol,Individual,Manual,First Owner
Honda,2013,320000,50000,Diesel,Individual,Manual,First Owner
Maruti,2016,300000,25000,Petrol,Individual,Manual,First Owner
Hyundai,2018,740000,25000,Petrol,Individual,Manual,First Owner
Datsun,2019,350000,1300,Petrol,Individual,Manual,First Owner
Datsun,2014,280000,40000,Petrol,Individual,Manual,First Owner
Maruti,2018,675000,50000,Diesel,Individual,Automatic,First Owner
Hyundai,2011,300000,20000,Petrol,Individual,Manual,First Owner
Chevrolet,2011,400000,76000,Diesel,Individual,Manual,Third Owner
Mahindra,2010,420000,100000,Diesel,Individual,Manual,Third Owner
Tata,2008,300000,120000,Diesel,Individual,Manual,First Owner
Maruti,2010,170000,70000,Petrol,Individual,Manual,First Owner
Hyundai,2014,210000,70000,Petrol,Individual,Manual,Third Owner
Maruti,2015,600000,60000,Diesel,Individual,Manual,Second Owner
Maruti,2014,260000,38000,Petrol,Individual,Manual,Second Owner
Tata,2015,82000,19000,Petrol,Individual,Manual,First Owner
Mahindra,2016,690000,75000,Diesel,Individual,Manual,First Owner
Hyundai,2015,300000,70000,Diesel,Individual,Manual,First Owner
Honda,2017,1250000,30000,Diesel,Individual,Manual,First Owner
Hyundai,2017,799000,31707,Diesel,Individual,Manual,First Owner
Toyota,2010,1000000,180000,Diesel,Individual,Manual,First Owner
Maruti,2014,190000,90000,Petrol,Individual,Manual,Second Owner
Mahindra,2014,250000,30000,Diesel,Individual,Manual,First Owner
Hyundai,2009,200000,60000,Petrol,Individual,Manual,First Owner
Mahindra,2005,300000,90000,Diesel,Individual,Manual,Second Owner
Tata,2015,250000,120000,Petrol,Individual,Manual,Second Owner
Maruti,2008,90000,70000,Petrol,Individual,Manual,Third Owner
Hyundai,2001,68000,70000,Petrol,Individual,Manual,First Owner
Hyundai,2017,500000,26500,Petrol,Individual,Manual,First Owner
Hyundai,2017,900000,50000,Diesel,Individual,Manual,First Owner
Maruti,2007,100000,52000,Petrol,Individual,Manual,Second Owner
Renault,2016,700000,160000,Diesel,Individual,Manual,First Owner
Volvo,2012,1750000,115992,Diesel,Dealer,Automatic,Third Owner
Maruti,2017,290000,110000,Petrol,Individual,Manual,Second Owner
Toyota,2014,1050000,97000,Diesel,Individual,Manual,Second Owner
Tata,2008,70000,100000,Diesel,Individual,Manual,Third Owner
Maruti,2016,520000,41000,Diesel,Individual,Manual,First Owner
Tata,2012,150000,90000,Diesel,Individual,Manual,First Owner
Hyundai,2008,120000,90000,Petrol,Individual,Manual,First Owner
Hyundai,2016,600000,25000,Petrol,Individual,Manual,First Owner
Tata,2010,150000,70000,Diesel,Individual,Manual,Second Owner
Volkswagen,2011,400000,60000,Petrol,Individual,Manual,First Owner
Maruti,2015,310000,30000,Petrol,Individual,Manual,Second Owner
Maruti,2015,550000,30000,Petrol,Individual,Manual,First Owner
Hyundai,2016,550000,60000,Diesel,Individual,Manual,First Owner
Hyundai,2013,320000,73000,Diesel,Individual,Manual,First Owner
Maruti,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai,2018,500000,32000,Petrol,Individual,Manual,First Owner
Renault,2018,360000,26500,Petrol,Individual,Manual,First Owner
Maruti,2017,700000,50000,Diesel,Individual,Manual,Second Owner
Maruti,2012,700000,110000,Diesel,Individual,Manual,Second Owner
Hyundai,2017,655000,84000,Diesel,Dealer,Manual,First Owner
Maruti,2017,700000,50000,Diesel,Individual,Manual,Second Owner
Chevrolet,2011,200000,110000,LPG,Individual,Manual,First Owner
Renault,2012,375000,150000,Diesel,Individual,Manual,First Owner
Hyundai,2012,470000,109052,Diesel,Dealer,Manual,First Owner
Maruti,2015,550000,90658,Diesel,Dealer,Manual,First Owner
Honda,2014,500000,110000,Diesel,Individual,Manual,Second Owner
Datsun,2015,210000,25000,Petrol,Individual,Manual,First Owner
Maruti,2018,270000,20000,Petrol,Individual,Manual,First Owner
Skoda,2010,300000,80000,Petrol,Individual,Manual,First Owner
Maruti,2007,80000,60000,Petrol,Individual,Manual,Third Owner
Mercedes-Benz,2013,1451000,81000,Diesel,Dealer,Automatic,First Owner
Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai,2009,245000,75000,Diesel,Dealer,Automatic,First Owner
Honda,2017,700000,25552,Petrol,Dealer,Manual,Second Owner
Hyundai,2018,300000,20000,Petrol,Individual,Manual,First Owner
Hyundai,2017,350000,80000,Diesel,Individual,Manual,First Owner
Hyundai,2017,635000,25000,Petrol,Dealer,Automatic,First Owner
Honda,2012,325000,40700,Petrol,Individual,Manual,First Owner
Mahindra,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner
Tata,2008,110000,42000,Petrol,Dealer,Manual,First Owner
Honda,2018,890000,8000,Petrol,Dealer,Manual,First Owner
Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet,2014,170000,77000,Petrol,Individual,Manual,First Owner
Maruti,2016,750000,6000,Petrol,Dealer,Manual,First Owner
Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner
Maruti,2018,690000,11174,Petrol,Dealer,Manual,First Owner
Tata,2008,130000,120000,Petrol,Individual,Manual,First Owner
Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Hyundai,2007,85000,85000,Petrol,Individual,Manual,Second Owner
Hyundai,2018,1575000,10000,Petrol,Individual,Automatic,First Owner
Nissan,2013,325000,105000,Diesel,Individual,Manual,First Owner
Honda,1998,85000,120000,Petrol,Individual,Manual,Second Owner
Hyundai,2018,860000,30000,Diesel,Dealer,Manual,Second Owner
Maruti,2017,690000,41000,Diesel,Individual,Manual,First Owner
Hyundai,2013,650000,54000,Diesel,Dealer,Manual,First Owner
Chevrolet,2014,375000,40000,Diesel,Individual,Manual,First Owner
Hyundai,2013,525000,71000,Diesel,Dealer,Manual,First Owner
Maruti,2016,330000,72500,Petrol,Dealer,Manual,First Owner
Maruti,2013,280000,76600,Petrol,Dealer,Manual,First Owner
Maruti,2014,470000,40000,Petrol,Individual,Manual,First Owner
Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner
Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner
Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner
Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner
Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner
Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner
Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner
Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner
Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner
Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner
Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner
Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner
Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner
Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner
Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner
Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner
Mahindra,2016,370000,60000,Petrol,Individual,Manual,First Owner
Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner
Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner
Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner
Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner
Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner
Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner
Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner
Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner
Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner
Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner
Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner
Tata,2019,1700000,10000,Diesel,Individual,Manual,First Owner
Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner
Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner
Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner
Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner
Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner
Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner
Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner
Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner
Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner
Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner
Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner
Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner
Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner
Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner
Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner
Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner
Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner
Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner
Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner
Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner
Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner
Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner
Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner
Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner
Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner
Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner
Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner
Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner
Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner
Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner
Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner
Maruti,2010,130000,50000,Petrol,Individual,Manual,Second Owner
Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner
Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner
Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner
Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner
Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner
Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner
BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner
Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner
Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner
Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner
Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner
Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner
Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner
Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner
Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner
Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner
Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner
Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner
Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner
Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner
Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner
Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner
Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner
Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner
Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner
Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner
Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner
Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner
Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner
Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner
Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner
Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner
Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner
Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner
Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner
Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner
Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner
Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner
Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner
Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner
Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner
Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner
Hyundai,2004,80000,58000,Petrol,Individual,Manual,First Owner
Hyundai,2015,425000,12000,Petrol,Individual,Manual,First Owner
Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner
Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner
Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner
Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner
Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner
Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner
Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner
Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner
Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner
Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner
Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner
Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner
Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner
Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner
Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner
Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner
Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner
Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner
Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner
Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner
Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner
Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner
Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner
Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner
Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner
Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner
Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner
Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner
Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner
Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner
Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner
Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner
Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner
Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner
Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner
Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner
Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner
Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner
Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner
Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner
Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner
Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner
Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner
Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner
Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner
Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner
Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner
Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner
Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner
Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner
Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner
Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner
Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner
Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner
Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner
Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner
Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner
Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner
Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
Tata,2011,180000,80000,Diesel,Individual,Manual,Third Owner
Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner
Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner
Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner
Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner
Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner
Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner
Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner
Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner
Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner
Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner
Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner
Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner
Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner
Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner
Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner
Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner
Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner
Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner
Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner
Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner
Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner
Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner
Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner
Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner
Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner
BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner
Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner
Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner
Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner
Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner
Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner
Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner
Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner
Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner
Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner
Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner
Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner
Honda,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford,2014,610000,77000,Diesel,Dealer,Manual,First Owner
Hyundai,2011,254999,24000,Petrol,Dealer,Manual,First Owner
Nissan,2014,280000,63840,Petrol,Dealer,Manual,First Owner
Tata,2017,370000,25000,Petrol,Individual,Manual,First Owner
Tata,2011,459999,76400,Diesel,Individual,Manual,Second Owner
Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Fiat,2011,190000,80000,Diesel,Individual,Manual,Third Owner
Fiat,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,2017,710000,40000,Diesel,Individual,Manual,First Owner
Hyundai,2018,1200000,15000,Petrol,Individual,Manual,First Owner
Maruti,2011,229999,70000,Petrol,Individual,Manual,First Owner
Renault,2018,310000,15000,Petrol,Individual,Manual,First Owner
Maruti,2015,320000,40000,Petrol,Individual,Manual,First Owner
Maruti,2006,100000,54000,Petrol,Individual,Manual,First Owner
Hyundai,2009,160000,90000,Diesel,Individual,Manual,First Owner
Maruti,2007,60000,52000,Petrol,Individual,Manual,First Owner
Tata,2012,100000,200000,Diesel,Individual,Manual,Third Owner
Chevrolet,2016,350000,35000,Diesel,Individual,Manual,Second Owner
Renault,2017,700000,60000,Diesel,Individual,Manual,First Owner
Maruti,2017,300000,31489,Petrol,Individual,Manual,First Owner
Hyundai,2018,830000,40000,Diesel,Individual,Manual,First Owner
Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner
Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner
Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner
Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner
Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner
Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner
Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner
Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner
Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner
Hyundai,2010,229999,70000,Petrol,Individual,Manual,First Owner
Hyundai,2013,400000,100000,Diesel,Individual,Manual,First Owner
Maruti,2005,300000,70000,Petrol,Individual,Manual,Second Owner
Ford,2013,300000,50000,Diesel,Individual,Manual,First Owner
Ford,2009,80000,180000,Diesel,Individual,Manual,Second Owner
Maruti,2008,80000,50000,Petrol,Individual,Manual,Second Owner
Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner
Tata,2012,300000,110000,Diesel,Individual,Manual,First Owner
Maruti,2018,700000,26000,Petrol,Individual,Automatic,First Owner
Maruti,2016,975000,65000,Diesel,Individual,Manual,First Owner
Chevrolet,2009,500000,130000,Diesel,Individual,Manual,First Owner
Renault,2013,550000,75000,Diesel,Individual,Manual,Second Owner
Nissan,2014,550000,110000,Diesel,Individual,Manual,Second Owner
Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner
Maruti,1997,50000,80000,Petrol,Individual,Manual,Second Owner
Tata,2009,120000,80000,Petrol,Individual,Manual,Second Owner
Maruti,2013,900000,60000,Petrol,Individual,Manual,Second Owner
Honda,2009,250000,90000,Petrol,Individual,Manual,Second Owner
Renault,2017,280000,36000,Petrol,Individual,Manual,First Owner
Tata,2010,85000,87000,Diesel,Individual,Manual,First Owner
Tata,2011,90000,80000,Diesel,Individual,Manual,First Owner
Chevrolet,2015,500000,50000,Diesel,Individual,Manual,First Owner
Maruti,2013,200000,60000,Petrol,Individual,Manual,First Owner
Renault,2015,250000,50000,Petrol,Individual,Manual,First Owner
Maruti,2014,185000,40000,Diesel,Individual,Manual,Third Owner
Hyundai,2008,100000,60000,Petrol,Individual,Manual,Second Owner
Toyota,2015,610000,55000,Diesel,Individual,Manual,First Owner
Mahindra,2012,290000,80000,Diesel,Individual,Manual,First Owner
Mahindra,2012,300000,295000,Diesel,Individual,Manual,First Owner
Hyundai,2015,225000,80000,Petrol,Individual,Manual,First Owner
Maruti,2017,320000,50000,Petrol,Individual,Manual,Second Owner
Tata,2012,135000,158000,Diesel,Individual,Manual,Third Owner
Toyota,2006,400000,400000,Diesel,Individual,Manual,Third Owner
Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner
Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner
Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner
Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner
Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner
Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner
Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner
Nissan,2016,600000,19495,Petrol,Dealer,Manual,First Owner
Renault,2013,570000,62668,Diesel,Dealer,Manual,First Owner
Mahindra,2013,850000,85710,Diesel,Dealer,Manual,First Owner
Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
Ford,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner
Chevrolet,2010,180000,15000,Petrol,Individual,Manual,First Owner
Tata,2017,300000,50000,Petrol,Individual,Manual,First Owner
Toyota,2012,269000,70000,Petrol,Individual,Manual,Second Owner
Maruti,2018,231999,20000,Petrol,Individual,Manual,First Owner
Chevrolet,2011,150000,60000,Petrol,Individual,Manual,Third Owner
